country,year,region,startdate,startfrac,enddate,endfrac,protesterviolence,location,participants,participantsizeindicator,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7
Zimbabwe,2003,Africa,5/13/2003,2003.36,5/13/2003,2003.36,0,Harare,200,1,women,"political behavior, process",,,,arrests,,,,,,
Zimbabwe,2003,Africa,5/18/2003,2003.38,5/19/2003,2003.38,1,Harare,100s,1,movement for democratic change,"political behavior, process",land farm issue,police brutality,,crowd dispersal,arrests,,,,,
Zimbabwe,2003,Africa,5/28/2003,2003.4,5/28/2003,2003.4,0,Harare,>1000,2,movement for democratic change,removal of politician,,,,beatings,crowd dispersal,,,,,
Zimbabwe,2003,Africa,6/2/2003,2003.42,6/2/2003,2003.42,0,Harare,6000,4,students,removal of politician,,,,crowd dispersal,arrests,shootings,killings,,,
Zimbabwe,2003,Africa,10/22/2003,2003.81,10/22/2003,2003.81,0,Harare,400,1,protesters,"political behavior, process",,,,beatings,arrests,,,,,
Zimbabwe,2004,Africa,5/15/2004,2004.37,5/15/2004,2004.37,0,Gweru,>100,1,national constitutional assembly,"political behavior, process",,,,crowd dispersal,beatings,,,,,
Zimbabwe,2004,Africa,9/29/2004,2004.74,9/29/2004,2004.74,0,Bulawayo,>50,0,women,"political behavior, process",,,,arrests,,,,,,
Zimbabwe,2005,Africa,3/31/2005,2005.24,3/31/2005,2005.24,0,Harare,100s,1,movement for democratic change,"political behavior, process",,,,arrests,beatings,,,,,
Zimbabwe,2005,Africa,4/29/2005,2005.32,4/29/2005,2005.32,1,Harare,3000,3,protesters,land farm issue,,,,crowd dispersal,,,,,,
Zimbabwe,2006,Africa,7/12/2006,2006.53,7/12/2006,2006.53,0,"Bul awayo, Harare, Mutare, Gweru and Masvingo",1000,2,national constitutional assambly,"political behavior, process",,,,arrests,,,,,,
Zimbabwe,2006,Africa,9/13/2006,2006.7,9/13/2006,2006.7,0,Harare,>50,0,trade unions,"political behavior, process",,,,beatings,arrests,,,,,
Zimbabwe,2007,Africa,3/11/2007,2007.19,3/11/2007,2007.19,0,Harare,100s,1,movement for democratic change,"political behavior, process",,,,beatings,shootings,killings,arrests,,,
Zimbabwe,2008,Africa,1/23/2008,2008.06,1/23/2008,2008.06,0,Harare,100s,1,movement for democratic change,"political behavior, process","price increases, tax policy",,,arrests,beatings,crowd dispersal,,,,
Zimbabwe,2008,Africa,10/27/2008,2008.82,10/27/2008,2008.82,0,Harare,>50,0,women,"political behavior, process",,,,arrests,,,,,,
Zimbabwe,2008,Africa,12/3/2008,2008.92,12/3/2008,2008.92,0,Harare,100,1,doctors and nurses,labor wage dispute,,,,beatings,arrests,,,,,
Zimbabwe,2009,Africa,6/18/2009,2009.46,6/18/2009,2009.46,0,Harare,>100,1,women of zimbabwe arise,"political behavior, process",,,,arrests,beatings,,,,,
Zimbabwe,2012,Africa,2/12/2012,2012.11,2/12/2012,2012.11,0,Harare,1000s,3,movement for democratic change,removal of politician,,,,ignore,,,,,,
Zimbabwe,2014,Africa,2/13/2014,2014.12,2/13/2014,2014.12,0,Harare,>50,0,women of zimbabwe arise woza,"political behavior, process",,,,crowd dispersal,beatings,,,,,
Zimbabwe,2014,Africa,8/1/2014,2014.59,8/3/2014,2014.59,1,southern Zimbabwe,hundreds,1,people,"political behavior, process",,,,crowd dispersal,beatings,arrests,,,,
Zimbabwe,2014,Africa,8/18/2014,2014.63,8/18/2014,2014.63,0,Harare,>50,1,opposition activists and a journalist,"political behavior, process",,,,crowd dispersal,beatings,arrests,,,,
Zimbabwe,2014,Africa,8/27/2014,2014.65,8/27/2014,2014.65,0,Harare,100,1,movement for democratic change,"political behavior, process",,,,crowd dispersal,beatings,arrests,,,,
Zimbabwe,2015,Africa,1/15/2015,2015.04,1/15/2015,2015.04,0,Harare,100s,1,zanu pf supporters,"political behavior, process",,,,ignore,,,,,,
Zimbabwe,2015,Africa,8/31/2015,2015.66,8/31/2015,2015.66,0,Chitungwiza,100,1,workers,labor wage dispute,,,,crowd dispersal,accomodation,,,,,
Zimbabwe,2015,Africa,11/12/2015,2015.86,11/12/2015,2015.86,1,Harare,100,1,mdc t youths,"political behavior, process","price increases, tax policy",labor wage dispute,,arrests,crowd dispersal,,,,,
Zimbabwe,2016,Africa,1/5/2016,2016.01,1/5/2016,2016.01,1,Chitungwiza,50+,0,commuter omnibus drivers; touts; rank marshals,"price increases, tax policy",,,,arrests,beatings,crowd dispersal,accomodation,,,
Zimbabwe,2016,Africa,1/8/2016,2016.02,1/8/2016,2016.02,0,Chitungwiza,50,0,touts; vendors,"political behavior, process",police brutality,,,ignore,,,,,,
Zimbabwe,2016,Africa,1/20/2016,2016.05,1/20/2016,2016.05,0,Mutare,50+,0,community members,removal of politician,,,,accomodation,,,,,,
Zimbabwe,2016,Africa,4/14/2016,2016.28,4/14/2016,2016.28,1,Harare,50+,0,mdc t supporters,removal of politician,,,,ignore,,,,,,
Zimbabwe,2016,Africa,5/26/2016,2016.4,5/26/2016,2016.4,0,Harare,50,0,community members,"political behavior, process",,,,ignore,,,,,,
Zimbabwe,2016,Africa,6/10/2016,2016.44,6/10/2016,2016.44,0,central Harare,50,0,anti mugabe activists,removal of politician,,,,arrests,,,,,,
Zimbabwe,2016,Africa,6/18/2016,2016.46,6/18/2016,2016.46,0,Beitbridge Border post,50,0,travelers,"price increases, tax policy",,,,accomodation,,,,,,
Zimbabwe,2016,Africa,7/3/2016,2016.5,7/3/2016,2016.5,1,Harare; Epworth; Ruwa,50+,0,commuter omnibus operators; touts; rank marshals,"political behavior, process",,,,arrests,crowd dispersal,,,,,
Zimbabwe,2016,Africa,7/13/2016,2016.53,7/13/2016,2016.53,0,Rotten Row magistrates  court,100s,1,churches,removal of politician,"political behavior, process",,,ignore,,,,,,
Zimbabwe,2016,Africa,8/5/2016,2016.59,8/5/2016,2016.59,1,Harare,50,0,civic organizations; mdc t supporters; shadowy groups,labor wage dispute,"price increases, tax policy",,,ignore,,,,,,
Zimbabwe,2016,Africa,8/17/2016,2016.63,8/17/2016,2016.63,0,Harare,100,1,harare,"price increases, tax policy","political behavior, process",,,beatings,crowd dispersal,,,,,
Zimbabwe,2016,Africa,8/24/2016,2016.64,8/24/2016,2016.64,1,Harare Central Business District,50,0,youths; mdc t,police brutality,,,,ignore,crowd dispersal,,,,,
Zimbabwe,2016,Africa,8/26/2016,2016.65,8/26/2016,2016.65,1,Harare,100s,1,opposition parties,removal of politician,"political behavior, process",,,crowd dispersal,beatings,,,,,
Zimbabwe,2016,Africa,9/17/2016,2016.71,9/17/2016,2016.71,0,Harare,50,0,national election reform agenda,removal of politician,"political behavior, process",,,shootings,,,,,,
Zimbabwe,2016,Africa,9/27/2016,2016.74,9/27/2016,2016.74,1,Harare s Central Business District,50,0,illegal vendors,"political behavior, process",,,,crowd dispersal,,,,,,
Zimbabwe,2016,Africa,11/1/2016,2016.83,11/1/2016,2016.83,0,Glen View,50+,0,women,"political behavior, process",,,,ignore,,,,,,
Zimbabwe,2016,Africa,11/30/2016,2016.91,11/30/2016,2016.91,0,Harare,100,1,movement for democratic change,removal of politician,"political behavior, process",,,crowd dispersal,beatings,,,,,
Zimbabwe,2017,Africa,4/10/2017,2017.27,4/10/2017,2017.27,0,Norton,About 100,1,protesters opposed to poor service delivery and corruption among both mdc t and zanu pf councillors,removal of politician,,,,ignore,,,,,,
Zimbabwe,2017,Africa,5/16/2017,2017.37,5/16/2017,2017.37,1,Karoi,50+,0,protesters against the death of a woman hit by a car at which council workers had thrown spikes,police brutality,,,,crowd dispersal,,,,,,
Zimbabwe,2017,Africa,7/12/2017,2017.53,7/12/2017,2017.53,1,"Kuwadzana, Harare",50+,0,mdc t youths,"political behavior, process",,,,ignore,,,,,,
Zimbabwe,2017,Africa,9/4/2017,2017.67,9/4/2017,2017.67,1,Chitungwiza Municipality,50+,0,"irate residents demanding the ouster of town clerk, mr george makunde and his management",removal of politician,,,,crowd dispersal,,,,,,
Zimbabwe,2017,Africa,11/18/2017,2017.88,11/19/2017,2017.88,0,Harare,Tens of thousands,5,zimbabweans calling for president robert mugabe to give up power,removal of politician,,,,ignore,accomodation,,,,,
Zimbabwe,2018,Africa,4/20/2018,2018.3,4/20/2018,2018.3,0,Harare,>100,1,nurses protesting after the government dismissed them for striking over low salaries and poor working conditions,labor wage dispute,,,,accomodation,,,,,,
Zimbabwe,2018,Africa,6/5/2018,2018.42,6/5/2018,2018.42,0,Harare,1000s,3,opposition supporters demanding electoral reforms ahead of the july 30 vote,"political behavior, process",,,,ignore,,,,,,
Zimbabwe,2018,Africa,7/11/2018,2018.52,7/11/2018,2018.52,0,Harare,1000s,3,opposition supporters demanding fair elections,"political behavior, process",,,,ignore,,,,,,
Zimbabwe,2018,Africa,8/1/2018,2018.58,8/1/2018,2018.58,1,Harare,100s,1,protesters alleging manipulation of monday s election results,"political behavior, process",,,,killings,shootings,beatings,crowd dispersal,,,
Zimbabwe,2018,Africa,11/29/2018,2018.91,11/29/2018,2018.91,0,Harare,1000s,3,anti government demonstrators,"political behavior, process",removal of politician,"price increases, tax policy",,ignore,accomodation,,,,,
Zimbabwe,2019,Africa,1/14/2019,2019.04,1/15/2019,2019.04,1,Bulawayo,50+,0,protesters against the government more than doubling the price of fuel,"price increases, tax policy",,,,crowd dispersal,,,,,,
Zimbabwe,2019,Africa,1/14/2019,2019.04,1/14/2019,2019.04,1,Harare,50+,0,protesters against the government more than doubling the price of fuel,"price increases, tax policy",,,,shootings,crowd dispersal,,,,,
Zimbabwe,2019,Africa,1/16/2019,2019.04,1/16/2019,2019.04,1,Harare,100s,1,protesters against the government fuel hike,"price increases, tax policy",,,,shootings,beatings,arrests,crowd dispersal,,,
Zimbabwe,2019,Africa,1/29/2019,2019.08,1/29/2019,2019.08,0,Harare,>100,1,lawyers protesting the alleged denial of justice for hundreds of people arrested in a violent crackdown on protests that shut down the country,"political behavior, process",police brutality,,,ignore,,,,,,
Zimbabwe,2019,Africa,8/16/2019,2019.62,8/16/2019,2019.62,0,Harare,50+,0,supporters of the opposition movement for democratic change mdc,"political behavior, process",,,,beatings,crowd dispersal,arrests,,,,
Zimbabwe,2019,Africa,9/15/2019,2019.7,9/15/2019,2019.7,0,Harare,50+,0,zimbabwean doctors and nurses,police brutality,labor wage dispute,,,ignore,,,,,,
Zimbabwe,2019,Africa,9/16/2019,2019.71,9/16/2019,2019.71,0,Harare,100s,1,zimbabwean doctors and nurses,police brutality,labor wage dispute,,,ignore,,,,,,
Zimbabwe,2019,Africa,9/18/2019,2019.71,9/18/2019,2019.71,0,Harare,50+,0,zimbabwean doctors protesting the alleged abduction of a union leader,police brutality,,,,crowd dispersal,,,,,,
Zimbabwe,2019,Africa,11/6/2019,2019.85,11/6/2019,2019.85,1,Harare,50+,0,civil servants stung by zimbabwe s galloping inflation,labor wage dispute,,,,crowd dispersal,,,,,,
Zimbabwe,2019,Africa,11/29/2019,2019.91,11/29/2019,2019.91,0,Harare,50+,0,zimbabwean lawyers protesting against police brutality,police brutality,,,,ignore,,,,,,
Malawi,1990,Africa,3/18/1990,1990.21,3/18/1990,1990.21,1,"Lilongwe, central region",50+,0,demonstrators,"political behavior, process",,,,killings,shootings,,,,,
Malawi,1992,Africa,5/6/1992,1992.35,5/7/1992,1992.35,0,"Blantyre, Southern Region",1000s,3,pro democracy demonstrators,labor wage dispute,"political behavior, process",,,killings,shootings,beatings,,,,
Malawi,1992,Africa,5/7/1992,1992.35,5/7/1992,1992.35,1,"Lilongwe, central region",5000,4,pro democracy demonstrators,labor wage dispute,"political behavior, process",,,killings,shootings,,,,,
Malawi,1992,Africa,12/20/1992,1992.97,12/20/1992,1992.97,0,"Blantyre, Southern Region",132+,1,demonstrators,"political behavior, process",,,,crowd dispersal,arrests,,,,,
Malawi,1994,Africa,10/3/1994,1994.75,10/3/1994,1994.75,0,"Lilongwe, central region",5000+,4,civil servants,removal of politician,"political behavior, process","price increases, tax policy",,accomodation,,,,,,
Malawi,1994,Africa,10/5/1994,1994.76,10/5/1994,1994.76,1,"Lilongwe, central region",2000+,3,civil servant,"price increases, tax policy",,,,ignore,,,,,,
Malawi,1994,Africa,11/25/1994,1994.9,11/25/1994,1994.9,0,"Lilongwe, central region",1000+,2,demonstrators,land farm issue,"political behavior, process",,,ignore,,,,,,
Malawi,1995,Africa,1/9/1995,1995.02,1/9/1995,1995.02,1,"Zomba, southern region",1000s,3,protesters,"political behavior, process",,,,crowd dispersal,,,,,,
Malawi,1995,Africa,8/3/1995,1995.59,8/3/1995,1995.59,0,"Blantyre, Southern Region",1000,2,civil servants,labor wage dispute,,,,ignore,,,,,,
Malawi,1995,Africa,12/3/1995,1995.92,12/3/1995,1995.92,0,residence of Bakili Muluzi,500,1,primary school pupils,"political behavior, process",,,,ignore,,,,,,
Malawi,1999,Africa,6/18/1999,1999.46,6/18/1999,1999.46,1,Blantyre,500,1,protesters,"political behavior, process",,,,crowd dispersal,,,,,,
Malawi,1999,Africa,8/17/1999,1999.62,8/17/1999,1999.62,0,Blantyre,300,1,protesters,"political behavior, process",,,,crowd dispersal,arrests,beatings,,,,
Malawi,2000,Africa,11/27/2000,2000.9,11/27/2000,2000.9,1,Zomba,100s,1,students,"price increases, tax policy",,,,crowd dispersal,,,,,,
Malawi,2001,Africa,3/30/2001,2001.24,3/30/2001,2001.24,1,Blantyre,100s,1,vendors,"political behavior, process",,,,crowd dispersal,beatings,,,,,
Malawi,2001,Africa,5/26/2001,2001.4,5/26/2001,2001.4,1,Chitipa,5000,4,protesters,land farm issue,,,,crowd dispersal,arrests,killings,,,,
Malawi,2001,Africa,8/11/2001,2001.61,8/11/2001,2001.61,0,Blantyre,2700,3,teachers,labor wage dispute,,,,crowd dispersal,,,,,,
Malawi,2001,Africa,9/1/2001,2001.67,9/1/2001,2001.67,1,Lilongwe,100s,1,vendors,"political behavior, process",,,,crowd dispersal,,,,,,
Malawi,2001,Africa,12/11/2001,2001.94,12/11/2001,2001.94,1,"Zomba, Blantyre, Thyolo and Mulanje",1000s,3,rastafarians,police brutality,,,,killings,arrests,shootings,crowd dispersal,,,
Malawi,2001,Africa,12/12/2001,2001.95,12/12/2001,2001.95,1,Zomba,1000,2,students,police brutality,,,,crowd dispersal,,,,,,
Malawi,2001,Africa,12/14/2001,2001.95,12/14/2001,2001.95,1,Zomba,>50,0,students,police brutality,,,,crowd dispersal,arrests,,,,,
Malawi,2002,Africa,11/1/2002,2002.83,11/1/2002,2002.83,1,Blantyre,>50,0,students,"political behavior, process",,,,crowd dispersal,,,,,,
Malawi,2002,Africa,11/14/2002,2002.87,11/14/2002,2002.87,1,Blantyre,2000,3,vendors,"political behavior, process",,,,crowd dispersal,arrests,accomodation,,,,
Malawi,2003,Africa,1/27/2003,2003.07,1/27/2003,2003.07,0,Blantyre,1000s,3,"forum for the defence of the constitution, opposition leaders and the member of the public affairs committee pac","political behavior, process",,,,shootings,crowd dispersal,,,,,
Malawi,2003,Africa,1/31/2003,2003.08,1/31/2003,2003.08,1,Blantyre,100s,1,students,"political behavior, process",,,,crowd dispersal,,,,,,
Malawi,2003,Africa,6/27/2003,2003.48,6/27/2003,2003.48,1,Blantyre,200,1,muslims,"political behavior, process",,,,crowd dispersal,arrests,,,,,
Malawi,2003,Africa,6/29/2003,2003.49,6/30/2003,2003.49,1,Kasungu,>50,0,muslims,"political behavior, process",,,,ignore,shootings,crowd dispersal,arrests,,,
Malawi,2004,Africa,4/2/2004,2004.25,4/2/2004,2004.25,1,Zomba,>50,0,students,labor wage dispute,,,,crowd dispersal,shootings,arrests,,,,
Malawi,2004,Africa,5/22/2004,2004.39,5/22/2004,2004.39,0,Blantyre,500,1,mgwirizano unity coalition,"political behavior, process",,,,ignore,,,,,,
Malawi,2004,Africa,5/23/2004,2004.39,5/23/2004,2004.39,1,Blantyre,>50,0,mgwirizano unity coalition,"political behavior, process",,,,crowd dispersal,shootings,killings,,,,
Malawi,2004,Africa,9/23/2004,2004.73,9/23/2004,2004.73,0,Thyolo,100s,1,tea workers,labor wage dispute,,,,crowd dispersal,shootings,,,,,
Malawi,2005,Africa,10/25/2005,2005.81,10/25/2005,2005.81,1,Blantyre,100s,1,president supporters,"political behavior, process",,,,ignore,,,,,,
Malawi,2006,Africa,4/17/2006,2006.29,4/17/2006,2006.29,0,Blantyre,10000,5,vendors,"political behavior, process",,,,crowd dispersal,arrests,,,,,
Malawi,2006,Africa,4/19/2006,2006.3,4/19/2006,2006.3,0,Blantyre,>50,0,vendors,"political behavior, process",,,,crowd dispersal,arrests,,,,,
Malawi,2006,Africa,7/26/2006,2006.56,7/26/2006,2006.56,0,Blantyre,10000,5,president supporters,"political behavior, process",,,,ignore,,,,,,
Malawi,2007,Africa,7/31/2007,2007.58,7/31/2007,2007.58,0,Blantyre,2000,3,national voices on the budget civil group,"political behavior, process",,,,ignore,,,,,,
Malawi,2008,Africa,5/27/2008,2008.4,5/27/2008,2008.4,0,Blantyre,400,1,united democratic front,police brutality,,,,crowd dispersal,,,,,,
Malawi,2009,Africa,11/5/2009,2009.84,11/5/2009,2009.84,0,Chinkota,140,1,protesters,land farm issue,,,,ignore,,,,,,
Malawi,2010,Africa,6/16/2010,2010.46,6/17/2010,2010.46,0,Blantyre,100,1,seventh day apostolic church,social restrictions,,,,ignore,,,,,,
Malawi,2011,Africa,7/19/2011,2011.55,7/20/2011,2011.55,1,Lilongwe and Blantyre,1000s,3,protesters,"price increases, tax policy",removal of politician,,,crowd dispersal,shootings,arrests,killings,,,
Malawi,2013,Africa,1/17/2013,2013.04,1/17/2013,2013.04,0,Blantyre,1000,2,consumers association of malawi,"political behavior, process",,,,ignore,,,,,,
Malawi,2013,Africa,2/21/2013,2013.14,2/21/2013,2013.14,1,Blantyre,>50,0,students,"political behavior, process",,,,crowd dispersal,,,,,,
Malawi,2013,Africa,3/11/2013,2013.19,3/11/2013,2013.19,1,Lilongwe and Blantyre,1000s,3,protesters,"political behavior, process",police brutality,,,crowd dispersal,arrests,,,,,
Malawi,2014,Africa,2/27/2014,2014.16,2/27/2014,2014.16,0,"Blantyre, Southern Region",100+,1,ngos,"political behavior, process",,,,ignore,,,,,,
Malawi,2014,Africa,5/20/2014,2014.38,5/20/2014,2014.38,0,"Blantyre, Southern Region",50,0,youths,"political behavior, process",,,,ignore,,,,,,
Malawi,2014,Africa,5/30/2014,2014.41,5/30/2014,2014.41,1,"Mangochi, Southern region",100+,1,people s party and malawi congress party,"political behavior, process",,,,killings,shootings,crowd dispersal,,,,
Malawi,2014,Africa,11/19/2014,2014.88,11/19/2014,2014.88,1,"Blantyre, Southern Region",500,1,school children,labor wage dispute,,,,crowd dispersal,,,,,,
Malawi,2016,Africa,8/6/2016,2016.6,8/6/2016,2016.6,0,national; universities,50+,0,students,"price increases, tax policy",,,,accomodation,,,,,,
Malawi,2016,Africa,9/7/2016,2016.68,9/7/2016,2016.68,1,Lilongwe,100s,1,students,"political behavior, process",labor wage dispute,,,ignore,,,,,,
Malawi,2016,Africa,12/6/2016,2016.93,12/6/2016,2016.93,0,national,100s,1,episcopal conference of malawi; evangelical association of malawi,social restrictions,,,,ignore,,,,,,
Malawi,2017,Africa,3/1/2017,2017.16,3/1/2017,2017.16,0,Lilongwe,50,0,catholic commission for justice and peace; centre for development of people; youth and society; church and society,"political behavior, process",,,,ignore,,,,,,
Malawi,2018,Africa,9/21/2018,2018.72,9/21/2018,2018.72,0,Malawi s largest cities,100s,1,anti graft activists,"political behavior, process",,,,ignore,,,,,,
Malawi,2019,Africa,3/6/2019,2019.18,3/6/2019,2019.18,0,Lilongwe,700,1,people living with albinism and sympathisers,social restrictions,,,,crowd dispersal,,,,,,
Malawi,2019,Africa,6/4/2019,2019.42,6/4/2019,2019.42,0,Lilonge,3000,3,malawian opposition supporters protesting against alleged fraud in elections,"political behavior, process",removal of politician,,,ignore,,,,,,
Malawi,2019,Africa,6/6/2019,2019.43,6/6/2019,2019.43,1,Lilongwe,50+,0,supporters of the opposition malawi congress party mcp,"political behavior, process",,,,shootings,arrests,crowd dispersal,,,,
Malawi,2019,Africa,6/19/2019,2019.46,6/19/2019,2019.46,1,Lilongwe,50+,0,protesters demanding the resignation of malawi electoral commission chairwoman jane ansah,removal of politician,,,,crowd dispersal,,,,,,
Malawi,2019,Africa,6/20/2019,2019.47,6/20/2019,2019.47,1,Blantyre; Lilongwe,1000s,3,protesters demanding the resignation of malawi electoral commission chairwoman jane ansah,removal of politician,,,,crowd dispersal,,,,,,
